Entry	Entry name	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (ORF )
B6K794	B6K794_SCHJY	unreviewed	Poly(A) binding protein Pab2	SJAG_04601		SJAG_04601
B6JV84	B6JV84_SCHJY	unreviewed	Transcriptional corepressor Tup11	SJAG_00290		SJAG_00290
B6K7N8	B6K7N8_SCHJY	unreviewed	ATP-dependent DNA helicase Snf21	SJAG_04755		SJAG_04755
B6JVC4	B6JVC4_SCHJY	unreviewed	Histidine kinase Mak1	SJAG_00331		SJAG_00331
B6K070	B6K070_SCHJY	unreviewed	tRNA wybutosine-synthesizing protein 4 (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	SJAG_01261		SJAG_01261
B6JVN2	B6JVN2_SCHJY	unreviewed	CCT-theta	SJAG_00447		SJAG_00447
B6JX51	B6JX51_SCHJY	unreviewed	Transcription factor atf31	SJAG_00979		SJAG_00979
B6K6W1	B6K6W1_SCHJY	unreviewed	STE/STE20/YSK protein kinase Nak1	SJAG_04461		SJAG_04461
B6JX67	B6JX67_SCHJY	unreviewed	General transcription and DNA repair factor IIH helicase subunit XPD (EC 3.6.4.12)	SJAG_00995		SJAG_00995
B6JWK6	B6JWK6_SCHJY	unreviewed	Vacuolar import and degradation protein 21	SJAG_00783		SJAG_00783
B6JVJ1	B6JVJ1_SCHJY	unreviewed	CK1/CK1/CK1-G protein kinase Cki1	SJAG_00402		SJAG_00402
B6K678	B6K678_SCHJY	unreviewed	AGC/AKT protein kinase Gad8	SJAG_04206		SJAG_04206
B6K5B7	B6K5B7_SCHJY	unreviewed	CMGC/DYRK/DYRK2 protein kinase Ppk5	SJAG_03887		SJAG_03887
T0S376	T0S376_SCHJY	unreviewed	ATP-dependent DNA helicase II subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku70)	SJAG_05372		SJAG_05372
B6JVC5	B6JVC5_SCHJY	unreviewed	Kinesin-like protein	SJAG_00332		SJAG_00332
B6K0R4	B6K0R4_SCHJY	unreviewed	Short chain dehydrogenase	SJAG_02623		SJAG_02623
B6JXL3	B6JXL3_SCHJY	unreviewed	60S ribosomal protein L21	SJAG_00155		SJAG_00155
B6K085	B6K085_SCHJY	unreviewed	Septin Spn1	SJAG_01277		SJAG_01277
B6JXL8	B6JXL8_SCHJY	unreviewed	Triglyceride lipase-cholesterol esterase	SJAG_00158		SJAG_00158
B6K0D9	B6K0D9_SCHJY	unreviewed	Non-structural maintenance of chromosomes element 4	SJAG_01332		SJAG_01332
B6K1P6	B6K1P6_SCHJY	unreviewed	DNA-3-methyladenine glycosidase Mag2	SJAG_05257		SJAG_05257
B6K0E5	B6K0E5_SCHJY	unreviewed	GTP binding protein	SJAG_01339		SJAG_01339
B6JYG7	B6JYG7_SCHJY	unreviewed	Phosphatase activator	SJAG_01629		SJAG_01629
B6K102	B6K102_SCHJY	unreviewed	Poly(A) polymerase (EC 2.7.7.19)	SJAG_02720		SJAG_02720
B6K2A7	B6K2A7_SCHJY	unreviewed	Oxysterol binding protein	SJAG_02375		SJAG_02375
B6K239	B6K239_SCHJY	unreviewed	Ino80 complex subunit Ies6	SJAG_02303		SJAG_02303
B6K1L5	B6K1L5_SCHJY	unreviewed	Trichothecene 3-O-acetyltransferase	SJAG_02126		SJAG_02126
B6K3R4	B6K3R4_SCHJY	unreviewed	Histone deacetylase complex subunit Cti6	SJAG_03255		SJAG_03255
B6K6C9	B6K6C9_SCHJY	unreviewed	Plasma membrane ATPase (EC 7.1.2.1)	SJAG_04258		SJAG_04258
B6K4E5	B6K4E5_SCHJY	unreviewed	CAMK/CAMKL/AMPK protein kinase Ssp2	SJAG_03501		SJAG_03501
B6JW40	B6JW40_SCHJY	unreviewed	CCT-alpha (T-complex protein 1 subunit alpha)	SJAG_00609		SJAG_00609
B6JX56	B6JX56_SCHJY	unreviewed	Lon protease homolog, mitochondrial (EC 3.4.21.53)	PIM1 SJAG_00984	PIM1	SJAG_00984
B6K7Y6	B6K7Y6_SCHJY	unreviewed	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)	SJAG_04859		SJAG_04859
B6K4B0	B6K4B0_SCHJY	unreviewed	Mitochondrial fission 1 protein	SJAG_03464		SJAG_03464
B6JV18	B6JV18_SCHJY	unreviewed	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	SJAG_00218		SJAG_00218
B6K004	B6K004_SCHJY	unreviewed	Ribosomal protein lysine methyltransferase Set11	SJAG_01193		SJAG_01193
B6K153	B6K153_SCHJY	unreviewed	Ribosome biogenesis protein	SJAG_02775		SJAG_02775
B6K3F5	B6K3F5_SCHJY	unreviewed	Uncharacterized protein	SJAG_03139		SJAG_03139
B6JW20	B6JW20_SCHJY	unreviewed	Sphingoid long-chain base transporter RSB1	SJAG_00587		SJAG_00587
T0S324	T0S324_SCHJY	unreviewed	Para-hydroxybenzoate-polyprenyltransferaseCoq2 (Fragment)	SJAG_06603		SJAG_06603
B6K368	B6K368_SCHJY	unreviewed	CDC50 domain-containing protein	SJAG_03050		SJAG_03050
B6K848	B6K848_SCHJY	unreviewed	ER lipid phosphatase	SJAG_04924		SJAG_04924
B6JWL2	B6JWL2_SCHJY	unreviewed	Uncharacterized protein	SJAG_00789		SJAG_00789
B6JY65	B6JY65_SCHJY	unreviewed	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SJAG_01524		SJAG_01524
B6K6F2	B6K6F2_SCHJY	unreviewed	Nucleoporin Nup61	SJAG_04284		SJAG_04284
B6K2R3	B6K2R3_SCHJY	unreviewed	Sporulation specific protein Spo13	SJAG_02529		SJAG_02529
B6JYG0	B6JYG0_SCHJY	unreviewed	RSC complex subunit Rsc9	SJAG_01622		SJAG_01622
B6JZ40	B6JZ40_SCHJY	unreviewed	Pot1 associated protein Poz1	SJAG_01864		SJAG_01864
B6JXI2	B6JXI2_SCHJY	unreviewed	Uncharacterized protein	SJAG_00121		SJAG_00121
B6K4W1	B6K4W1_SCHJY	unreviewed	DNA repair endonuclease rad2	SJAG_03675		SJAG_03675
B6K0Q7	B6K0Q7_SCHJY	unreviewed	Meiotic chromosome segregation protein	SJAG_02616		SJAG_02616
B6K7L0	B6K7L0_SCHJY	unreviewed	GTPase activating protein Ucp3	SJAG_04724		SJAG_04724
B6K6U7	B6K6U7_SCHJY	unreviewed	4F5 domain-containing protein	SJAG_04436		SJAG_04436
B6JX66	B6JX66_SCHJY	unreviewed	Uncharacterized protein	SJAG_00994		SJAG_00994
B6K4M9	B6K4M9_SCHJY	unreviewed	Cyclin Pas1	SJAG_03591		SJAG_03591
B6K742	B6K742_SCHJY	unreviewed	Ornithine decarboxylase antizyme	SJAG_04546		SJAG_04546
B6K5A1	B6K5A1_SCHJY	unreviewed	Alpha-1,2-galactosyltransferase gmh3	SJAG_03871		SJAG_03871
B6JW52	B6JW52_SCHJY	unreviewed	Glycerophosphoryl diester phosphodiesterase Gde1	SJAG_00622		SJAG_00622
B6JY66	B6JY66_SCHJY	unreviewed	Uncharacterized protein	SJAG_01525		SJAG_01525
B6K4E6	B6K4E6_SCHJY	unreviewed	TOM complex subunit Tom7	SJAG_03502		SJAG_03502
B6JYW7	B6JYW7_SCHJY	unreviewed	Fungal protein	SJAG_01788		SJAG_01788
B6JYK3	B6JYK3_SCHJY	unreviewed	Hsp90-like protein	SJAG_01664		SJAG_01664
B6JWJ5	B6JWJ5_SCHJY	unreviewed	Protein BIG1	SJAG_00771		SJAG_00771
B6K4G9	B6K4G9_SCHJY	unreviewed	RAN protein kinase Ksp1	SJAG_03529		SJAG_03529
B6K3F1	B6K3F1_SCHJY	unreviewed	DNAJ protein Xdj1	SJAG_03135		SJAG_03135
B6K2Y9	B6K2Y9_SCHJY	unreviewed	Uncharacterized protein	SJAG_02966		SJAG_02966
B6K3A3	B6K3A3_SCHJY	unreviewed	Methyltransferase N2227 family protein	SJAG_03087		SJAG_03087
B6K4E7	B6K4E7_SCHJY	unreviewed	FAD transporter	SJAG_03503		SJAG_03503
T0TB34	T0TB34_SCHJY	unreviewed	60S ribosomal protein L2	SJAG_06612		SJAG_06612
B6JXC0	B6JXC0_SCHJY	unreviewed	AGC/RSK/P70 protein kinase Psk1	SJAG_01047		SJAG_01047
B6K426	B6K426_SCHJY	unreviewed	Inositol polyphosphate phosphatase	SJAG_03375		SJAG_03375
B6K0E1	B6K0E1_SCHJY	unreviewed	DUF1741 family protein	SJAG_01335		SJAG_01335
B6JXK0	B6JXK0_SCHJY	unreviewed	Casein kinase II subunit beta (CK II beta)	SJAG_00142		SJAG_00142
B6K0E2	B6K0E2_SCHJY	unreviewed	Multidrug resistance protein fnx1	SJAG_01336		SJAG_01336
B6K3L1	B6K3L1_SCHJY	unreviewed	Spindle pole body docking protein Cut11	SJAG_03200		SJAG_03200
B6K502	B6K502_SCHJY	unreviewed	Uncharacterized protein	SJAG_03765		SJAG_03765
T0TB64	T0TB64_SCHJY	unreviewed	Uncharacterized protein	SJAG_05404		SJAG_05404
B6K5B3	B6K5B3_SCHJY	unreviewed	CCR4-Not complex subunit Mot2	SJAG_03883		SJAG_03883
B6JZT2	B6JZT2_SCHJY	unreviewed	Chaperone activator Aha1	SJAG_01121		SJAG_01121
B6K3F4	B6K3F4_SCHJY	unreviewed	Membrane transporter	SJAG_03138		SJAG_03138
B6K189	B6K189_SCHJY	unreviewed	GARP complex subunit Vps52	SJAG_02811		SJAG_02811
B6K3A1	B6K3A1_SCHJY	unreviewed	GTPase activating protein	SJAG_03085		SJAG_03085
B6K4U6	B6K4U6_SCHJY	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	SJAG_03659		SJAG_03659
B6K8C7	B6K8C7_SCHJY	unreviewed	Fungal protein	SJAG_05005		SJAG_05005
B6K5I5	B6K5I5_SCHJY	unreviewed	Karyopherin Kap104	SJAG_03959		SJAG_03959
B6K2P2	B6K2P2_SCHJY	unreviewed	Ribosome biogenesis protein Brx1	SJAG_02508		SJAG_02508
B6K6G6	B6K6G6_SCHJY	unreviewed	Sulfonate dioxygenase	SJAG_04297		SJAG_04297
B6JW79	B6JW79_SCHJY	unreviewed	TATA-binding protein associated factor Mot1	SJAG_00650		SJAG_00650
B6K7Z5	B6K7Z5_SCHJY	unreviewed	Chitin synthase (EC 2.4.1.16)	SJAG_04868		SJAG_04868
B6K2E8	B6K2E8_SCHJY	unreviewed	FACT complex subunit	SJAG_02416		SJAG_02416
B6K193	B6K193_SCHJY	unreviewed	Transcription factor tfiiic complex b box binding subunit sfc3	SJAG_02815		SJAG_02815
B6K5B4	B6K5B4_SCHJY	unreviewed	Clr6 histone deacetylase associated PHD protein-1 Cph1	SJAG_03884		SJAG_03884
B6K597	B6K597_SCHJY	unreviewed	Cation-transporting ATPase (EC 7.2.2.-)	SJAG_03866		SJAG_03866
B6JXL2	B6JXL2_SCHJY	unreviewed	Pyrimidine nucleotide transporter	SJAG_00154		SJAG_00154
B6JV47	B6JV47_SCHJY	unreviewed	Branchpoint-bridging protein	SJAG_00249		SJAG_00249
B6JXT2	B6JXT2_SCHJY	unreviewed	Calcium channel Cch1	SJAG_05229		SJAG_05229
B6JWE0	B6JWE0_SCHJY	unreviewed	Uncharacterized protein	SJAG_00715		SJAG_00715
B6JWW4	B6JWW4_SCHJY	unreviewed	Ribosomal protein subunit S4	SJAG_00889		SJAG_00889
B6JWN5	B6JWN5_SCHJY	unreviewed	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT)	SJAG_00812		SJAG_00812
B6JZ45	B6JZ45_SCHJY	unreviewed	NADH/NADPH dependent indole-3-acetaldehyde reductase AKR3C2	SJAG_01869		SJAG_01869
B6JW32	B6JW32_SCHJY	unreviewed	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8)	SJAG_00601		SJAG_00601
B6K2D8	B6K2D8_SCHJY	unreviewed	Transcription factor Thi5	SJAG_02406		SJAG_02406
B6K6K4	B6K6K4_SCHJY	unreviewed	Ribosome biogenesis protein SLX9 (Fragment)	SJAG_04339		SJAG_04339
B6JXT7	B6JXT7_SCHJY	unreviewed	G1/S-specific B-type cyclin Cig2	SJAG_01401		SJAG_01401
B6K8B5	B6K8B5_SCHJY	unreviewed	Ribosome assembly protein 3	SJAG_04992		SJAG_04992
B6K4B1	B6K4B1_SCHJY	unreviewed	Endocytosis protein 3	SJAG_03465		SJAG_03465
B6K3Z5	B6K3Z5_SCHJY	unreviewed	GTPase Spg1	SJAG_03342		SJAG_03342
B6K552	B6K552_SCHJY	unreviewed	Gal10	SJAG_03818		SJAG_03818
B6K8A8	B6K8A8_SCHJY	unreviewed	L-asparaginase	SJAG_05351		SJAG_05351
B6JZP3	B6JZP3_SCHJY	unreviewed	Sphingosine N-acyltransferase Lag1	SJAG_02085		SJAG_02085
B6JW59	B6JW59_SCHJY	unreviewed	60S ribosomal protein L9	SJAG_00629		SJAG_00629
B6K3Q7	B6K3Q7_SCHJY	unreviewed	Myotubularin family phosphatidylinositol-3-phosphatase	SJAG_03248		SJAG_03248
B6JVT7	B6JVT7_SCHJY	unreviewed	Protein ROT1	SJAG_05189		SJAG_05189
B6K364	B6K364_SCHJY	unreviewed	SURF1-like protein	SJAG_03046		SJAG_03046
B6JZE1	B6JZE1_SCHJY	unreviewed	Kinetochore protein fta5	SJAG_01975		SJAG_01975
B6K3C2	B6K3C2_SCHJY	unreviewed	AKAP7_NLS domain-containing protein	SJAG_03106		SJAG_03106
B6JX43	B6JX43_SCHJY	unreviewed	Actin cortical patch component Lsb4	SJAG_00970		SJAG_00970
B6K650	B6K650_SCHJY	unreviewed	Serine palmitoyltransferase complex subunit	SJAG_04178		SJAG_04178
T0S333	T0S333_SCHJY	unreviewed	Uncharacterized protein	SJAG_06420		SJAG_06420
B6K0X8	B6K0X8_SCHJY	unreviewed	Glucose-6-phosphate dehydrogenase (NADP(+)) (EC 1.1.1.49)	SJAG_02696		SJAG_02696
B6K246	B6K246_SCHJY	unreviewed	Transcription factor Pcr1	SJAG_02311		SJAG_02311
B6K7I2	B6K7I2_SCHJY	unreviewed	WD repeat protein Prp5	SJAG_04694		SJAG_04694
B6K2U9	B6K2U9_SCHJY	unreviewed	Uncharacterized protein	SJAG_03749		SJAG_03749
B6JY14	B6JY14_SCHJY	unreviewed	Ribosomal protein subunit L19	SJAG_01473		SJAG_01473
B6K477	B6K477_SCHJY	unreviewed	WW domain-binding protein 4	SJAG_03430		SJAG_03430
B6K1L9	B6K1L9_SCHJY	unreviewed	Uncharacterized protein	SJAG_05255		SJAG_05255
B6JW77	B6JW77_SCHJY	unreviewed	Uncharacterized protein	SJAG_05198		SJAG_05198
B6JUZ6	B6JUZ6_SCHJY	unreviewed	Transcription initiation factor IIF subunit alpha	SJAG_00095		SJAG_00095
B6K3F6	B6K3F6_SCHJY	unreviewed	AIR synthase (EC 6.3.3.1) (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (Phosphoribosyl-aminoimidazole synthetase) (Phosphoribosylamine--glycine ligase) (Phosphoribosylformylglycinamidine cyclo-ligase) (Phosphoribosylglycinamide synthetase)	SJAG_03140		SJAG_03140
B6K7T3	B6K7T3_SCHJY	unreviewed	Uncharacterized protein	SJAG_04801		SJAG_04801
B6K0Q0	B6K0Q0_SCHJY	unreviewed	U3 snoRNP protein Utp15	SJAG_02608		SJAG_02608
B6K1J1	B6K1J1_SCHJY	unreviewed	cAMP-independent regulatory protein Pac2	SJAG_02921		SJAG_02921
B6JZI0	B6JZI0_SCHJY	unreviewed	40S ribosomal protein S8	SJAG_02020		SJAG_02020
B6K1K5	B6K1K5_SCHJY	unreviewed	Rnapii degradation factor	SJAG_02116		SJAG_02116
B6K1T3	B6K1T3_SCHJY	unreviewed	Uncharacterized protein	SJAG_02195		SJAG_02195
B6K0M3	B6K0M3_SCHJY	unreviewed	Uncharacterized protein	SJAG_02581		SJAG_02581
B6K7B6	B6K7B6_SCHJY	unreviewed	Actin interacting protein 3 Bud6	SJAG_04624		SJAG_04624
B6K4N5	B6K4N5_SCHJY	unreviewed	CCR4-Not complex subunit Not1	SJAG_03597		SJAG_03597
B6JYB1	B6JYB1_SCHJY	unreviewed	SUMO-targeted ubiquitin-protein ligase subunit Rfp2	SJAG_01572		SJAG_01572
B6K864	B6K864_SCHJY	unreviewed	Nucleolar GTP-binding protein 1	SJAG_04940		SJAG_04940
B6JXZ9	B6JXZ9_SCHJY	unreviewed	Component of oligomeric Golgi complex 3 (Conserved oligomeric Golgi complex subunit 3)	SJAG_01459		SJAG_01459
B6K353	B6K353_SCHJY	unreviewed	DNA-directed RNA polymerase III subunit RPC9	SJAG_03035		SJAG_03035
B6K5V3	B6K5V3_SCHJY	unreviewed	U2-associated protein	SJAG_04079		SJAG_04079
B6K3Y0	B6K3Y0_SCHJY	unreviewed	Ribosomal protein L37	SJAG_03326		SJAG_03326
B6JVB7	B6JVB7_SCHJY	unreviewed	MRNP complex	SJAG_00324		SJAG_00324
T0RSU3	T0RSU3_SCHJY	unreviewed	Uncharacterized protein	SJAG_06097		SJAG_06097
B6JWK8	B6JWK8_SCHJY	unreviewed	Sed5 Vesicle protein Svp26	SJAG_00785		SJAG_00785
B6K3J8	B6K3J8_SCHJY	unreviewed	Protein phosphatase 2C Ptc1	SJAG_03185		SJAG_03185
B6K696	B6K696_SCHJY	unreviewed	Ubiquinone binding protein Coq10	SJAG_04223		SJAG_04223
B6JWW0	B6JWW0_SCHJY	unreviewed	Ribonucleotide reductase small subunit Suc22	SJAG_00885		SJAG_00885
B6K5B5	B6K5B5_SCHJY	unreviewed	Uncharacterized protein	SJAG_03885		SJAG_03885
B6K4C3	B6K4C3_SCHJY	unreviewed	MVB sorting pathway protein	SJAG_05303		SJAG_05303
B6JXX2	B6JXX2_SCHJY	unreviewed	Uncharacterized protein	SJAG_01434		SJAG_01434
B6JYP4	B6JYP4_SCHJY	unreviewed	HRD ubiquitin ligase complex subunit	SJAG_01709		SJAG_01709
Q8HMZ4	Q8HMZ4_SCHJY	unreviewed	Orf307	orf307	orf307	
B6JX61	B6JX61_SCHJY	unreviewed	U4/U6 X U5 tri-snRNP complex subunit Snu23	SJAG_00989		SJAG_00989
B6K4C1	B6K4C1_SCHJY	unreviewed	Inner membrane protein Cox18	SJAG_05302		SJAG_05302
B6JWY9	B6JWY9_SCHJY	unreviewed	HIRA interacting protein Hip3	SJAG_00914		SJAG_00914
B6JVK4	B6JVK4_SCHJY	unreviewed	Kinetochore protein Nnf1	SJAG_00418		SJAG_00418
B6K7V9	B6K7V9_SCHJY	unreviewed	Uncharacterized protein	SJAG_04833		SJAG_04833
B6K5B8	B6K5B8_SCHJY	unreviewed	Ribosome biogenesis protein Urb2	SJAG_03888		SJAG_03888
B6JYH9	B6JYH9_SCHJY	unreviewed	Mitochondrial import inner membrane translocase subunit TIM22	SJAG_01640		SJAG_01640
B6K5F3	B6K5F3_SCHJY	unreviewed	Uncharacterized protein	SJAG_03928		SJAG_03928
B6K5F8	B6K5F8_SCHJY	unreviewed	COPII-coated vesicle component Erv41	SJAG_03933		SJAG_03933
B6K7Z7	B6K7Z7_SCHJY	unreviewed	Calcipressin	SJAG_04871		SJAG_04871
B6K7S2	B6K7S2_SCHJY	unreviewed	Ribosomal protein subunit S26	SJAG_04788		SJAG_04788
B6K818	B6K818_SCHJY	unreviewed	RNA polymerase II complex subunit Rpb11	SJAG_04894		SJAG_04894
B6K0Y5	B6K0Y5_SCHJY	unreviewed	Fungal protein	SJAG_02703		SJAG_02703
B6K1L0	B6K1L0_SCHJY	unreviewed	60S ribosomal protein L36	SJAG_02121		SJAG_02121
Q8HMZ1	Q8HMZ1_SCHJY	unreviewed	Cytochrome c oxidase subunit 3	cox3	cox3	
T0T6H6	T0T6H6_SCHJY	unreviewed	Ribonuclease P (EC 3.1.26.5)	SJAG_06613		SJAG_06613
B6K2Z9	B6K2Z9_SCHJY	unreviewed	tRNA-pseudouridine synthase	SJAG_02978		SJAG_02978
B6JW23	B6JW23_SCHJY	unreviewed	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	SJAG_00592		SJAG_00592
B6K201	B6K201_SCHJY	unreviewed	Inheritance GTPase	SJAG_02265		SJAG_02265
B6K3M1	B6K3M1_SCHJY	unreviewed	Elongin-C	SJAG_03211		SJAG_03211
B6JVS6	B6JVS6_SCHJY	unreviewed	Fumarylacetoacetate hydrolase	SJAG_00493		SJAG_00493
B6JY13	B6JY13_SCHJY	unreviewed	Anaphase-promoting complex subunit 11	SJAG_05236		SJAG_05236
B6K6K0	B6K6K0_SCHJY	unreviewed	Cullin 3	SJAG_04335		SJAG_04335
B6K2P0	B6K2P0_SCHJY	unreviewed	Ribosomal protein Mrp49	SJAG_05270		SJAG_05270
B6K7K0	B6K7K0_SCHJY	unreviewed	Uracil permease	SJAG_04714		SJAG_04714
B6JZH9	B6JZH9_SCHJY	unreviewed	Mechanosensitive ion channel protein	SJAG_02019		SJAG_02019
B6K701	B6K701_SCHJY	unreviewed	Autophagy-related protein 11	SJAG_04502		SJAG_04502
B6K649	B6K649_SCHJY	unreviewed	Kinetochore protein Sim4	SJAG_04177		SJAG_04177
B6K0C1	B6K0C1_SCHJY	unreviewed	ATP-dependent RNA helicase Cdc28	SJAG_01315		SJAG_01315
B6K0W7	B6K0W7_SCHJY	unreviewed	Ubiquitin-protein ligase E4	SJAG_02685		SJAG_02685
B6K2G6	B6K2G6_SCHJY	unreviewed	1,4-alpha-D-glucan glucanohydrolase (EC 3.2.1.1)	SJAG_02435		SJAG_02435
B6JZ63	B6JZ63_SCHJY	unreviewed	DNA repair protein Rhp41	SJAG_01887		SJAG_01887
B6JXF2	B6JXF2_SCHJY	unreviewed	60S ribosomal protein L34	SJAG_05216		SJAG_05216
B6JZK2	B6JZK2_SCHJY	unreviewed	tRNA methyltransferase Trm9	SJAG_02042		SJAG_02042
B6K7R1	B6K7R1_SCHJY	unreviewed	Tfiiic subunit sfc7	SJAG_05339		SJAG_05339
B6JY00	B6JY00_SCHJY	unreviewed	Eukaryotic protein	SJAG_01460		SJAG_01460
B6K529	B6K529_SCHJY	unreviewed	Protein YOP1	SJAG_03795		SJAG_03795
B6JW58	B6JW58_SCHJY	unreviewed	Ribosomal protein subunit S5	SJAG_00628		SJAG_00628
B6K0K9	B6K0K9_SCHJY	unreviewed	Dipeptidyl peptidase	SJAG_02565		SJAG_02565
B6K3U7	B6K3U7_SCHJY	unreviewed	N-acetyltransferase Ats1	SJAG_03288		SJAG_03288
B6K3Y2	B6K3Y2_SCHJY	unreviewed	tRNA-splicing endonuclease subunit Sen2 (EC 4.6.1.16)	SJAG_03328		SJAG_03328
B6JXW3	B6JXW3_SCHJY	unreviewed	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)	EFM7 SJAG_01425	EFM7	SJAG_01425
B6K880	B6K880_SCHJY	unreviewed	Uncharacterized protein	SJAG_04959		SJAG_04959
B6K7M5	B6K7M5_SCHJY	unreviewed	Eukaryotic protein	SJAG_04741		SJAG_04741
B6K2E3	B6K2E3_SCHJY	unreviewed	Ubiquitin-protein ligase E3	SJAG_05264		SJAG_05264
B6JVL6	B6JVL6_SCHJY	unreviewed	GTPase Ypt2	SJAG_00430		SJAG_00430
T0S0W3	T0S0W3_SCHJY	unreviewed	ATP-dependent DNA helicase	SJAG_06642		SJAG_06642
B6K0D3	B6K0D3_SCHJY	unreviewed	Steroid oxidoreductase superfamily protein	SJAG_01326		SJAG_01326
B6K6K7	B6K6K7_SCHJY	unreviewed	40S ribosomal protein S9	SJAG_04342		SJAG_04342
B6K7K8	B6K7K8_SCHJY	unreviewed	Fungal protein	SJAG_04722		SJAG_04722
B6JX85	B6JX85_SCHJY	unreviewed	DNA replication factor C complex subunit Rfc2	SJAG_01010		SJAG_01010
B6JVG8	B6JVG8_SCHJY	unreviewed	AP complex subunit sigma	SJAG_00379		SJAG_00379
B6K8G7	B6K8G7_SCHJY	unreviewed	Retrotrans_gag domain-containing protein	SJAG_05143		SJAG_05143
B6JYQ5	B6JYQ5_SCHJY	unreviewed	EST1 family protein	SJAG_01720		SJAG_01720
B6K6R5	B6K6R5_SCHJY	unreviewed	Metallochaperone Ccs1	SJAG_04403		SJAG_04403
B6K3A4	B6K3A4_SCHJY	unreviewed	Fimbrin	SJAG_03088		SJAG_03088
B6K3E5	B6K3E5_SCHJY	unreviewed	Protein kinase domain-containing protein	SJAG_03129		SJAG_03129
B6JVW1	B6JVW1_SCHJY	unreviewed	Uncharacterized protein	SJAG_00528		SJAG_00528
B6K6H6	B6K6H6_SCHJY	unreviewed	Protein SDA1	SJAG_04308		SJAG_04308
B6JZE3	B6JZE3_SCHJY	unreviewed	SMR and DUF1771 domain-containing protein	SJAG_01979		SJAG_01979
B6K6N2	B6K6N2_SCHJY	unreviewed	Double-strand siRNA ribonuclease	SJAG_04369		SJAG_04369
B6JW31	B6JW31_SCHJY	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	SJAG_00600		SJAG_00600
B6JVD2	B6JVD2_SCHJY	unreviewed	GDP-mannose transporter (GMT)	SJAG_00339		SJAG_00339
B6K2V5	B6K2V5_SCHJY	unreviewed	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-)	TSR3 SJAG_03755	TSR3	SJAG_03755
B6K3B1	B6K3B1_SCHJY	unreviewed	Transcription corepressor	SJAG_03095		SJAG_03095
B6K2H8	B6K2H8_SCHJY	unreviewed	Glucosidase	SJAG_02446		SJAG_02446
B6K056	B6K056_SCHJY	unreviewed	cAMP-dependent protein kinase regulatory subunit	SJAG_01245		SJAG_01245
B6K723	B6K723_SCHJY	unreviewed	Double-strand-specific ribonuclease Pac1	SJAG_04527		SJAG_04527
B6K2U3	B6K2U3_SCHJY	unreviewed	Pyruvate decarboxylase	SJAG_03743		SJAG_03743
B6K4Q1	B6K4Q1_SCHJY	unreviewed	DNA repair protein RAD16	SJAG_03613		SJAG_03613
B6JVW6	B6JVW6_SCHJY	unreviewed	Iron-sulfur cluster assembly protein	SJAG_00532		SJAG_00532
B6K654	B6K654_SCHJY	unreviewed	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1)	KAE1 SJAG_04182	KAE1	SJAG_04182
B6JYY2	B6JYY2_SCHJY	unreviewed	Serine/threonine-protein kinase (EC 2.7.11.21)	SJAG_01805		SJAG_01805
B6K014	B6K014_SCHJY	unreviewed	19S proteasome regulatory subunit Rpn12	SJAG_01203		SJAG_01203
B6K7G0	B6K7G0_SCHJY	unreviewed	Transcription elongation factor Spt6	SJAG_04670		SJAG_04670
B6K2H9	B6K2H9_SCHJY	unreviewed	SWI/SNF and RSC complex subunit Ssr2	SJAG_02447		SJAG_02447
B6K582	B6K582_SCHJY	unreviewed	Autophagy associated protein Atg2	SJAG_03851		SJAG_03851
B6K5W7	B6K5W7_SCHJY	unreviewed	CBF1/Su(H)/LAG-1 family transcription factor Cbf11	SJAG_04092		SJAG_04092
B6K3P0	B6K3P0_SCHJY	unreviewed	Chromatin modification-related protein	SJAG_03230		SJAG_03230
B6JXU7	B6JXU7_SCHJY	unreviewed	DNA repair protein RAD51 homolog	SJAG_01410		SJAG_01410
B6JZF8	B6JZF8_SCHJY	unreviewed	Copper chaperone	SJAG_01996		SJAG_01996
