SJAG_05269	SPAC8C9.09c
SJAG_04100	SPAC17G8.04c
SJAG_04098	SPAC17G8.06c
SJAG_04096	SPAC17G8.08c
SJAG_02166	SPAC17G8.12
SJAG_02218	SPBC19G7.06
SJAG_01791	SPAC22H10.05c
SJAG_02214	SPBC19G7.09
SJAG_02671	SPAC22H10.11c
SJAG_02422	SPAC22H10.12c
SJAG_05259	SPBC19G7.19
SJAG_00168	SPBP18G5.02
SJAG_00183	SPBC1921.06c
SJAG_02424	SPAC15F9.02
SJAG_02425	SPAC15F9.03c
SJAG_04971	SPAC6B12.02c
SJAG_04988	SPAC6B12.04c
SJAG_04991	SPAC6B12.08
SJAG_04992	SPAC6B12.19
SJAG_04995	SPAC6B12.11
SJAG_05006	SPAC32A11.03c
SJAG_00187	SPBC21D10.10
SJAG_05008	SPAC19A8.14
SJAG_05398	SPBC21D10.07
SJAG_05012	SPAC19A8.10
SJAG_00189	SPBC21D10.08c
SJAG_05013	SPAC19A8.09
SJAG_04723	SPBC21D10.06c
SJAG_03251	SPAC19A8.06
SJAG_04728	SPBC12C2.11
SJAG_02846	SPBC12C2.10c
SJAG_03250	SPAC19A8.05c
SJAG_03245	SPAC23H3.02c
SJAG_03173	SPBC365.02c
SJAG_02452	SPAC23H3.07c
SJAG_02450	SPAC23H3.09c
SJAG_03838	SPBC365.11
SJAG_03837	SPBC365.12c
SJAG_02440	SPAC25H1.05
SJAG_03836	SPBC365.13c
SJAG_02439	SPAC25H1.06
SJAG_04270	SPBC29A10.01
SJAG_02437	SPAC25H1.07
SJAG_02433	SPAC4A8.03c
SJAG_01832	SPBC29A10.05
SJAG_04973	SPAC4A8.10
SJAG_03924	SPBC29A10.12
SJAG_04979	SPAC823.04
SJAG_04975	SPAC823.07
SJAG_03927	SPBC29A10.15
SJAG_05351	SPAC823.09c
SJAG_04955	SPAC7D4.10
SJAG_03930	SPBC2G5.01
SJAG_04505	SPAC7D4.02c
SJAG_03931	SPBC2G5.02c
SJAG_03933	SPBC2G5.04c
SJAG_04488	SPAC644.04
SJAG_03934	SPBC2G5.05
SJAG_01404	SPAC644.08
SJAG_02600	SPBC2G5.07c
SJAG_01402	SPAC644.11c
SJAG_01403	SPAC644.10
SJAG_00656	SPBC25B2.06c
SJAG_01417	SPAPB2B4.02
SJAG_00655	SPBC25B2.07c
SJAG_01388	SPAC6F6.06c
SJAG_00646	SPBC6B1.04
SJAG_01382	SPAC6F6.12
SJAG_02029	SPBC3E7.06c
SJAG_01378	SPAC6F6.16c
SJAG_01375	SPAC1805.03c
SJAG_02833	SPBC4F6.10
SJAG_01368	SPAC1805.09c
SJAG_02829	SPBC4F6.14
SJAG_01364	SPAC1805.13
SJAG_02825	SPBC4F6.17c
SJAG_01356	SPAC1B2.03c
SJAG_01355	SPAC1B2.04
SJAG_01353	SPAC3F10.02c
SJAG_02819	SPBC336.03
SJAG_02811	SPBC336.11
SJAG_05279	SPBC685.03
SJAG_01350	SPAC3F10.05c
SJAG_02805	SPBC685.04c
SJAG_01339	SPAC3F10.16c
SJAG_01419	SPAC8F11.03
SJAG_02800	SPBC685.09
SJAG_01420	SPAC8F11.04
SJAG_01213	SPBC32F12.06
SJAG_05232	SPAC8F11.07c
SJAG_04458	SPACUNK4.17
SJAG_01428	SPACUNK4.15
SJAG_01429	SPACUNK4.14
SJAG_01211	SPBC32F12.08c
SJAG_01437	SPAPYUK71.03c
SJAG_03714	SPAC513.02
SJAG_01210	SPBC32F12.09
SJAG_00027	SPBC32F12.11
SJAG_02945	SPBC32F12.11
SJAG_06621	SPBC32F12.11
SJAG_03828	SPBC32F12.11
SJAG_06622	SPBC32F12.11
SJAG_03903	SPBC32F12.11
SJAG_02135	SPBC32F12.11
SJAG_03641	SPBP19A11.01
SJAG_00981	SPAC2E1P3.05c
SJAG_01971	SPAPB24D3.04c
SJAG_03638	SPBP19A11.03c
SJAG_03633	SPBP4H10.03
SJAG_02149	SPAPB1A11.04c
SJAG_03631	SPBP4H10.04
SJAG_00502	SPAC31G5.04
SJAG_00501	SPAC31G5.05c
SJAG_01628	SPBP4H10.17c
SJAG_01622	SPBC1703.02
SJAG_04695	SPAC31G5.17c
SJAG_02904	SPAC31G5.17c
SJAG_02906	SPAC31G5.19
SJAG_01617	SPBC1703.06
SJAG_03204	SPAC1786.02
SJAG_03589	SPAC24C9.05c
SJAG_03585	SPAC24C9.09
SJAG_02641	SPBC1703.11
SJAG_03584	SPAC24C9.10c
SJAG_00546	SPBC1703.12
SJAG_01766	SPAC24C9.12c
SJAG_00558	SPBC2A9.09
SJAG_01768	SPAC24C9.14
SJAG_00559	SPBC2A9.10
SJAG_01769	SPAC24C9.15c
SJAG_01776	SPAC16A10.06c
SJAG_03648	SPBC2D10.07c
SJAG_01228	SPAC688.02c
SJAG_00154	SPAC688.09
SJAG_00939	SPBC2D10.13
SJAG_00151	SPAC688.12c
SJAG_03869	SPAC688.14
SJAG_04839	SPAC3G9.14
SJAG_00934	SPBC2D10.17
SJAG_00933	SPBC2D10.18
SJAG_03629	SPAC3G9.09c
SJAG_00932	SPBC2D10.19c
SJAG_00931	SPBC2D10.20
SJAG_00930	SPBC15D4.01c
SJAG_00926	SPBC15D4.02
SJAG_03625	SPAC3G9.05
SJAG_00925	SPBC15D4.03
SJAG_03303	SPAC1486.01
SJAG_00924	SPBC15D4.04
SJAG_03102	SPBC15D4.09c
SJAG_03104	SPBC15D4.11c
SJAG_03107	SPBC15D4.14
SJAG_03301	SPAC1486.03c
SJAG_04358	SPAC6G10.05c
SJAG_03121	SPBC13E7.11
SJAG_02253	SPAC6G10.11c
SJAG_01226	SPAC6G10.11c
SJAG_03064	SPBC30D10.13c
SJAG_02248	SPAC6G9.04
SJAG_04010	SPAC6G9.04
SJAG_02240	SPAC6G9.12
SJAG_03066	SPBC30D10.11
SJAG_03099	SPBC30D10.21
SJAG_03098	SPBC30D10.05c
SJAG_00620	SPAPB1E7.04c
SJAG_03095	SPBC30D10.02
SJAG_00622	SPAPB1E7.05
SJAG_04054	SPAPB1E7.07
SJAG_03091	SPBC1778.03c
SJAG_03029	SPAC2E1P5.04c
SJAG_00254	SPAC26A3.01
SJAG_02260	SPAC26A3.01
SJAG_00109	SPAC26A3.01
SJAG_03088	SPBC1778.06c
SJAG_03147	SPBC4C3.07
SJAG_02281	SPAC26A3.06
SJAG_03142	SPBC4C3.04c
SJAG_03137	SPBC405.04c
SJAG_02279	SPAC26A3.08
SJAG_02276	SPAC26A3.11
SJAG_05261	SPAC26A3.14c
SJAG_03127	SPBC776.01
SJAG_02274	SPAC26A3.15c
SJAG_03154	SPBC776.05
SJAG_02269	SPAC8E11.05c
SJAG_03621	SPBC21.03c
SJAG_02267	SPAC8E11.03c
SJAG_04468	SPBC21.06c
SJAG_04324	SPAC959.07
SJAG_04663	SPAC959.07
SJAG_01747	SPBC19F8.02
SJAG_04661	SPAC959.09c
SJAG_04660	SPAP32A8.02
SJAG_01563	SPAC3H5.08c
SJAG_05239	SPAC3H5.06c
SJAG_04324	SPBC19F8.08
SJAG_04663	SPBC19F8.08
SJAG_01547	SPAC3H5.04
SJAG_02912	SPBC25H2.16c
SJAG_01542	SPAC3A11.10c
SJAG_02911	SPBC25H2.15
SJAG_01537	SPAC3A11.04
SJAG_05241	SPBC25H2.09
SJAG_01643	SPBC25H2.07
SJAG_01640	SPBC25H2.04c
SJAG_01234	SPBC20F10.01
SJAG_01531	SPAC328.03
SJAG_01335	SPBC20F10.02c
SJAG_01529	SPAC328.05
SJAG_02477	SPAC328.10c
SJAG_05274	SPBC17D11.02c
SJAG_00516	SPAC16E8.07c
SJAG_04088	SPBC17D11.07c
SJAG_04083	SPBC17D1.04
SJAG_00513	SPAC16E8.10c
SJAG_04081	SPBC17D1.06
SJAG_00512	SPAC16E8.11c
SJAG_04079	SPBC11C11.01
SJAG_01583	SPAC1B1.01
SJAG_04072	SPBC11C11.06c
SJAG_01910	SPAC1B1.04c
SJAG_00203	SPAC17A2.05
SJAG_02573	SPAC17A2.09c
SJAG_02582	SPAC17G6.03
SJAG_04071	SPBC11C11.08
SJAG_02583	SPAC17G6.04c
SJAG_01568	SPBC11C11.09c
SJAG_04066	SPBC11C11.09c
SJAG_00468	SPAC17G6.06
SJAG_02585	SPAC17G6.06
SJAG_04065	SPBC11C11.10
SJAG_04590	SPAC17G6.13
SJAG_04064	SPBC11C11.11c
SJAG_04589	SPAC17G6.14c
SJAG_00202	SPBC3B8.11
SJAG_04586	SPAC17G6.17
SJAG_01496	SPAC1142.02c
SJAG_01495	SPAC1142.03c
SJAG_01906	SPBC3B8.10c
SJAG_01493	SPAC1142.05
SJAG_04620	SPAC15A10.09c
SJAG_01983	SPBC13A2.04c
SJAG_04622	SPAC15A10.13
SJAG_00427	SPBC4B4.01c
SJAG_04624	SPAC15A10.16
SJAG_00058	SPBC4B4.09
SJAG_04625	SPAC15E1.02c
SJAG_00059	SPBC4B4.10c
SJAG_05175	SPBC2G2.01c
SJAG_02785	SPAC1556.08c
SJAG_00104	SPBC2G2.06c
SJAG_02789	SPAC1F12.05
SJAG_00106	SPBC2G2.08
SJAG_00101	SPBC2G2.10c
SJAG_05277	SPAC1F12.08
SJAG_00103	SPBC2G2.12
SJAG_02794	SPAC1F12.10c
SJAG_02648	SPBC2G2.16
SJAG_02652	SPBC1718.02
SJAG_01221	SPAC4H3.05
SJAG_02653	SPBC1718.03
SJAG_01675	SPAC4H3.06
SJAG_02796	SPAC4H3.10c
SJAG_04682	SPBC1718.07c
SJAG_04687	SPBC1105.01
SJAG_00297	SPBC1105.06
SJAG_00299	SPBC1105.08
SJAG_01750	SPBC887.22
SJAG_00306	SPBC1105.16c
SJAG_00309	SPBC887.01
SJAG_02866	SPAC1071.02
SJAG_00311	SPBC887.03c
SJAG_00319	SPBC887.11
SJAG_03953	SPAC2F3.01
SJAG_05311	SPBC887.15c
SJAG_03954	SPAC2F3.17c
SJAG_03958	SPAC2F3.05c
SJAG_03777	SPBC887.17
SJAG_03776	SPBC887.18c
SJAG_04180	SPBC16D10.01c
SJAG_03964	SPAC2F3.11
SJAG_06284	SPAC2F3.13c
SJAG_06612	SPBP8B7.03c
SJAG_03966	SPAC2F3.14c
SJAG_03970	SPAC11G7.02
SJAG_02419	SPBP8B7.21
SJAG_04873	SPAC27E2.02
SJAG_02408	SPBP8B7.29
SJAG_00879	SPBC19F5.02c
SJAG_00887	SPBC25D12.06
SJAG_16456	SPAC27E2.06c
SJAG_00888	SPBC13G1.14c
SJAG_00889	SPBC13G1.01c
SJAG_02186	SPAC19G12.01c
SJAG_00891	SPBC13G1.03c
SJAG_05287	SPAC19G12.04
SJAG_00893	SPBC13G1.05
SJAG_00895	SPBC13G1.07
SJAG_01859	SPAC23A1.03
SJAG_00898	SPBC13G1.10c
SJAG_01864	SPAC19G12.13c
SJAG_00900	SPBC13G1.12
SJAG_01858	SPAC23A1.04c
SJAG_00904	SPBC31F10.04c
SJAG_02207	SPAC23A1.11
SJAG_04160	SPAC23A1.11
SJAG_02203	SPAC23A1.16c
SJAG_02199	SPAC26H5.02c
SJAG_02198	SPAC26H5.03
SJAG_02189	SPAC26H5.10c
SJAG_02812	SPAC26H5.10c
SJAG_03015	SPAC26H5.13c
SJAG_02980	SPAC25B8.03
SJAG_02979	SPAC25B8.04c
SJAG_02973	SPAC25B8.10
SJAG_05334	SPAC25B8.15c
SJAG_00910	SPBC31F10.10c
SJAG_01498	SPAC683.02c
SJAG_00915	SPBC31F10.15c
SJAG_00916	SPBC31F10.16
SJAG_01501	SPAC694.04c
SJAG_00497	SPBC21C3.04c
SJAG_00483	SPBC21C3.16c
SJAG_00479	SPBC23E6.05
SJAG_00855	SPBC211.07c
SJAG_00850	SPBC1604.19c
SJAG_04671	SPAC694.06c
SJAG_00844	SPBC1604.13c
SJAG_00036	SPAC1F7.10
SJAG_00841	SPBC1604.09c
SJAG_00038	SPAC1F7.12
SJAG_02312	SPAC1F7.13c
SJAG_00034	SPAC1F7.13c
SJAG_02311	SPAC21E11.03c
SJAG_00840	SPBC1604.08c
SJAG_00838	SPBC1604.06c
SJAG_02304	SPAC2C4.03c
SJAG_00839	SPBC1604.05
SJAG_03877	SPAC2C4.06c
SJAG_03913	SPAC2C4.12c
SJAG_04004	SPBC26H8.08c
SJAG_02022	SPAC2C4.14c
SJAG_04005	SPBC26H8.09c
SJAG_04029	SPAC2C4.16c
SJAG_02020	SPAC2C4.16c
SJAG_04006	SPBC26H8.10
SJAG_02018	SPAC25G10.01
SJAG_04007	SPBC26H8.11c
SJAG_01556	SPBC3B9.01
SJAG_04752	SPAC25G10.02
SJAG_01560	SPBC3B9.05
SJAG_04744	SPAC25G10.08
SJAG_04887	SPAC27F1.02c
SJAG_00794	SPAC27F1.04c
SJAG_05319	SPBC3B9.22c
SJAG_04018	SPBC3B9.15c
SJAG_01007	SPAC27F1.08
SJAG_01008	SPAC27F1.09c
SJAG_01012	SPAC23D3.04c
SJAG_01015	SPAC23D3.08
SJAG_05558	SPAC23D3.17
SJAG_04012	SPBC215.02
SJAG_01030	SPAC23D3.13c
SJAG_01024	SPAC30.02c
SJAG_00409	SPBC215.05
SJAG_05214	SPAC30.03c
SJAG_00410	SPBC215.06c
SJAG_01634	SPAC29E6.02
SJAG_00074	SPBC215.10
SJAG_00423	SPAC29E6.10c
SJAG_03821	SPBC215.11c
SJAG_00242	SPBC215.11c
SJAG_00425	SPAC16.02c
SJAG_00444	SPAC16.03c
SJAG_00404	SPBC1347.04
SJAG_00400	SPBC1347.08c
SJAG_00432	SPAC9E9.06c
SJAG_03218	SPBC56F2.01
SJAG_06110	SPBC56F2.14
SJAG_03217	SPBC1861.01c
SJAG_01949	SPAC17C9.09c
SJAG_00144	SPAC27D7.02c
SJAG_03215	SPBC1861.03
SJAG_03660	SPBC14F5.04c
SJAG_03657	SPBC14F5.07
SJAG_02849	SPBC14F5.08
SJAG_02995	SPAC637.07
SJAG_02852	SPBC14F5.11c
SJAG_02994	SPAC637.08
SJAG_02993	SPAC637.09
SJAG_03655	SPBC3F6.05
SJAG_01898	SPAC12B10.03
SJAG_03656	SPBC342.01c
SJAG_04482	SPBC342.02
SJAG_04484	SPBC342.04
SJAG_01894	SPAC12B10.07
SJAG_01895	SPAC12B10.06c
SJAG_01890	SPAC12B10.09
SJAG_01203	SPBC16G5.01
SJAG_01888	SPAC12B10.11
SJAG_03170	SPBC16G5.05c
SJAG_03168	SPBC16G5.07c
SJAG_01886	SPAC12B10.13
SJAG_04819	SPBC16G5.09
SJAG_01885	SPAC12B10.14c
SJAG_04815	SPBC16G5.13
SJAG_01882	SPAC1093.01
SJAG_00044	SPAC144.03
SJAG_05199	SPBC16A3.16
SJAG_00066	SPAC144.08
SJAG_04384	SPBC16A3.09c
SJAG_00070	SPAC144.12
SJAG_00071	SPAC144.13c
SJAG_00040	SPAC144.16
SJAG_00336	SPAC1834.03c
SJAG_04381	SPBC16A3.07c
SJAG_00332	SPAC1834.07
SJAG_01184	SPBC543.04
SJAG_01182	SPBC543.06c
SJAG_00114	SPAC458.05
SJAG_00117	SPAPYUG7.02c
SJAG_00118	SPAPYUG7.03c
SJAG_01181	SPBC543.07
SJAG_01179	SPBC543.09
SJAG_00125	SPAPYUG7.06
SJAG_01482	SPBC16C6.01c
SJAG_01964	SPAC11H11.06
SJAG_05679	SPBC16C6.03c
SJAG_01960	SPAC22F8.04
SJAG_01488	SPBC16C6.06
SJAG_01579	SPBC16C6.10
SJAG_01565	SPBC16C6.11
SJAG_01580	SPBC16C6.11
SJAG_00322	SPAC22F8.10c
SJAG_01581	SPBC16C6.12c
SJAG_03024	SPAC20G4.07c
SJAG_04070	SPBC16C6.13c
SJAG_01269	SPAC4F10.03c
SJAG_01461	SPBC1539.03c
SJAG_01271	SPAC4F10.05c
SJAG_01731	SPAC4F10.16c
SJAG_01460	SPBC1539.04
SJAG_01459	SPBC1539.05
SJAG_01288	SPAC19B12.03
SJAG_01286	SPAC19B12.05c
SJAG_03323	SPAC19B12.12c
SJAG_01456	SPBC1539.08
SJAG_03322	SPAC19B12.13
SJAG_03321	SPAPB8E5.02c
SJAG_01322	SPAPB8E5.06c
SJAG_02611	SPAPB8E5.06c
SJAG_05235	SPBC1289.11
SJAG_02010	SPBC8E4.04
SJAG_04352	SPAC1B3.03c
SJAG_02150	SPBPB2B2.01
SJAG_04348	SPAC1B3.21
SJAG_02950	SPBPB2B2.13
SJAG_01764	SPAC1B3.13
SJAG_02778	SPAC1B3.17
SJAG_02777	SPAC1B3.18c
SJAG_00161	SPBC1348.06c
SJAG_02984	SPBPB21E7.02c
SJAG_02773	SPAC1952.05
SJAG_02769	SPAC1952.09c
SJAG_04637	SPBC359.01
SJAG_02766	SPAC1952.11c
SJAG_02762	SPAC1952.14c
SJAG_04637	SPBC359.03c
SJAG_02761	SPAC890.02c
SJAG_00163	SPBC1198.04c
SJAG_04851	SPBC1198.07c
SJAG_00310	SPBC1198.07c
SJAG_02760	SPAC890.03
SJAG_04858	SPBC1198.08
SJAG_04404	SPAC22E12.03c
SJAG_02106	SPAC22E12.03c
SJAG_04403	SPAC22E12.04
SJAG_03049	SPBC660.05
SJAG_03871	SPAC22E12.06c
SJAG_03790	SPAC22E12.06c
SJAG_01972	SPAC22E12.06c
SJAG_04401	SPAC22E12.06c
SJAG_03855	SPBC660.13c
SJAG_03854	SPBC660.14
SJAG_03852	SPBC660.16
SJAG_03849	SPBC31E1.03
SJAG_04396	SPAC22E12.11c
SJAG_03846	SPBC31E1.06
SJAG_02637	SPBC800.08
SJAG_02513	SPBC800.13
SJAG_04394	SPAC22E12.14c
SJAG_02514	SPBC1773.01
SJAG_04388	SPAC2E12.02
SJAG_02515	SPBC1773.02c
SJAG_02519	SPBC1773.08c
SJAG_04768	SPAC1006.03c
SJAG_02856	SPBC1271.15c
SJAG_04778	SPAC1250.04c
SJAG_01591	SPBC1271.13
SJAG_05340	SPAC1250.03
SJAG_01589	SPBC1271.11
SJAG_04755	SPAC1250.01
SJAG_04121	SPBC106.06
SJAG_04310	SPBC106.12c
SJAG_04149	SPBC428.02c
SJAG_01970	SPBC428.03c
SJAG_04067	SPBC428.03c
SJAG_04578	SPBC428.04
SJAG_04575	SPBC428.07
SJAG_03937	SPBC428.12c
SJAG_02604	SPBC428.15
SJAG_04758	SPAC29A4.18
SJAG_02606	SPBC428.17c
SJAG_04760	SPAC29A4.16
SJAG_02609	SPBC428.20c
SJAG_05338	SPAC29A4.13
SJAG_04766	SPAC29A4.10
SJAG_05341	SPAC29A4.07
SJAG_02610	SPBC902.02c
SJAG_03258	SPBC1685.05
SJAG_02017	SPAC29A4.02c
SJAG_03254	SPBC1685.09
SJAG_02015	SPAC26F1.13c
SJAG_02011	SPAC26F1.08c
SJAG_02009	SPAC26F1.06
SJAG_02003	SPAPJ691.02
SJAG_02000	SPAC19D5.01
SJAG_02370	SPAC19D5.03
SJAG_02326	SPBC354.05c
SJAG_02324	SPBC354.06
SJAG_03435	SPAC14C4.01c
SJAG_03434	SPAC19D5.07
SJAG_02117	SPBC354.09c
SJAG_02564	SPAC14C4.14
SJAG_02566	SPAPJ760.02c
SJAG_00028	SPBC354.13
SJAG_00031	SPBC1706.03
SJAG_02570	SPAC2H10.02c
SJAG_00207	SPAC11E3.03
SJAG_00032	SPBC839.02
SJAG_02312	SPBC839.04
SJAG_00034	SPBC839.04
SJAG_04168	SPBC839.05c
SJAG_04204	SPBC839.05c
SJAG_00213	SPAC11E3.08c
SJAG_04166	SPBC839.07
SJAG_00223	SPAP8A3.04c
SJAG_04164	SPBC839.09c
SJAG_00226	SPAP8A3.05
SJAG_04162	SPBC839.11c
SJAG_04156	SPBC839.16
SJAG_04743	SPBC947.05c
SJAG_00224	SPAP8A3.07c
SJAG_04566	SPBC947.01
SJAG_00228	SPAP8A3.08
SJAG_04554	SPBC119.05c
SJAG_04553	SPBC119.06
SJAG_04552	SPBC119.07
SJAG_04550	SPBC119.09c
SJAG_04527	SPBC119.11c
SJAG_04528	SPBC119.12
SJAG_04530	SPBC119.14
SJAG_04540	SPBC577.09
SJAG_04543	SPBC577.11
SJAG_04545	SPBC577.13
SJAG_04547	SPBC577.15c
SJAG_01737	SPBC530.03c
SJAG_01742	SPBC530.07c
SJAG_02047	SPBC530.07c
SJAG_01657	SPAC4D7.11
SJAG_01655	SPAC4D7.12c
SJAG_00577	SPBC36.09
SJAG_00576	SPBC36.10
SJAG_00573	SPBC713.02c
SJAG_00572	SPBC713.04c
SJAG_00570	SPBC713.07c
SJAG_00369	SPBC216.01c
SJAG_02718	SPBC646.06c
SJAG_02378	SPBC646.11
SJAG_01653	SPAC3G6.01
SJAG_03974	SPBP35G2.16c
SJAG_01645	SPAC3G6.10c
SJAG_02872	SPAC29B12.01
SJAG_01660	SPAC29B12.10c
SJAG_03985	SPBP35G2.07
SJAG_03983	SPBP35G2.09
SJAG_03977	SPBP35G2.12
SJAG_02959	SPAC1039.02
SJAG_02580	SPAC1039.02
SJAG_03993	SPBC146.05c
SJAG_02947	SPAC1039.09
SJAG_01998	SPAC1039.09
SJAG_03827	SPAC1039.09
SJAG_02946	SPAC1039.09
SJAG_03998	SPBC146.10
SJAG_03999	SPBC146.11c
SJAG_00447	SPBC337.05c
SJAG_00960	SPAC869.09
SJAG_00446	SPBC337.06c
SJAG_02463	SPAC869.05c
SJAG_00455	SPBC337.10c
SJAG_00456	SPBC337.12
SJAG_00818	SPBC1734.05c
SJAG_00441	SPBC1734.16c
SJAG_03233	SPBC1709.08
SJAG_03229	SPBC1709.12
SJAG_03220	SPBC409.04c
SJAG_02341	SPBC409.06
SJAG_02344	SPBC409.08
SJAG_02361	SPBC409.23
SJAG_03079	SPAC977.04
SJAG_00239	SPAC1F8.06
SJAG_03826	SPAC1F8.06
SJAG_01975	SPAC1F8.06
SJAG_04684	SPBC409.20c
SJAG_02155	SPAC11D3.05
SJAG_00712	SPBC4.07c
SJAG_00714	SPBC725.01
SJAG_03822	SPAC5H10.06c
SJAG_00240	SPAC5H10.06c
SJAG_05200	SPAC5H10.09c
SJAG_02521	SPAC13G6.01c
SJAG_06592	SPBC725.02
SJAG_00733	SPAC13G6.02c
SJAG_02522	SPAC13G6.02c
SJAG_02523	SPAC13G6.03
SJAG_03034	SPAC13G6.07c
SJAG_03859	SPAC13G6.07c
SJAG_00700	SPBC725.09c
SJAG_04865	SPAC13G6.11c
SJAG_00697	SPBC725.12
SJAG_04595	SPAC24B11.10c
SJAG_00695	SPBC725.14
SJAG_02897	SPAC24B11.12c
SJAG_00692	SPBC725.17c
SJAG_02895	SPAC806.02c
SJAG_04939	SPBC651.02
SJAG_02887	SPAC806.07
SJAG_05347	SPBC651.07
SJAG_04881	SPBC3D6.07
SJAG_04880	SPBC3D6.08c
SJAG_02878	SPAC1F5.09c
SJAG_02299	SPBC3D6.11c
SJAG_02875	SPAC1F5.06
SJAG_04366	SPBC30B4.05
SJAG_05414	SPAC18B11.08c
SJAG_00293	SPAC18B11.07c
SJAG_03506	SPBC27B12.06
SJAG_00295	SPAC18B11.05
SJAG_01173	SPAC12G12.16c
SJAG_03515	SPBC27B12.13
SJAG_05304	SPBC8D2.01
SJAG_00564	SPAC12G12.04
SJAG_03545	SPBC8D2.06
SJAG_03547	SPBC8D2.09c
SJAG_03549	SPBC8D2.11
SJAG_00563	SPAC12G12.03
SJAG_03552	SPBC8D2.14c
SJAG_03553	SPBC8D2.15
SJAG_03017	SPAC630.09c
SJAG_03016	SPAC630.10
SJAG_01165	SPBC17A3.10
SJAG_04921	SPAC630.14c
SJAG_01166	SPBC691.02c
SJAG_04919	SPAC1751.04
SJAG_04690	SPBP22H7.03
SJAG_04694	SPBP22H7.07
SJAG_04890	SPAC31A2.02
SJAG_00776	SPBC32H8.02c
SJAG_00800	SPAC31A2.09c
SJAG_00810	SPAC13C5.03
SJAG_03723	SPAC13C5.05c
SJAG_03081	SPBC32H8.07
SJAG_03082	SPBC32H8.08c
SJAG_03145	SPBC32H8.12c
SJAG_03056	SPBC11B10.01
SJAG_05373	SPAC13C5.07
SJAG_03055	SPBC11B10.02c
SJAG_03052	SPBC11B10.05c
SJAG_03051	SPBC11B10.06
SJAG_03581	SPAC24H6.09
SJAG_03582	SPAC24H6.08
SJAG_04334	SPAC24H6.04
SJAG_04336	SPAC24H6.02c
SJAG_04337	SPAC24H6.01c
SJAG_04338	SPAPB21F2.02
SJAG_00525	SPAC227.06
SJAG_00526	SPAC227.07c
SJAG_00532	SPAC227.13c
SJAG_03047	SPBC11B10.10c
SJAG_00533	SPAC227.14
SJAG_00277	SPBC83.10
SJAG_00276	SPBC83.11
SJAG_00270	SPBC83.16c
SJAG_01522	SPAC2F7.13c
SJAG_01519	SPAC2F7.16c
SJAG_03744	SPAC13A11.05
SJAG_00266	SPBC29B5.01
SJAG_00922	SPBC29B5.02c
SJAG_01715	SPBC28F2.02
SJAG_03753	SPAC1F3.02c
SJAG_03710	SPBC28F2.06c
SJAG_03755	SPAC1F3.04c
SJAG_01709	SPBC28F2.08c
SJAG_01710	SPBC28F2.09
SJAG_03758	SPAC1F3.07c
SJAG_05211	SPAC1D4.01
SJAG_01001	SPAC1D4.05c
SJAG_05219	SPBC21B10.11
SJAG_01316	SPBC21B10.02
SJAG_01314	SPBC19C2.02
SJAG_01000	SPAC1D4.06c
SJAG_00996	SPAC1D4.11c
SJAG_01311	SPBC19C2.05
SJAG_00995	SPAC1D4.12
SJAG_01301	SPBC19C2.14
SJAG_01299	SPBC2F12.15c
SJAG_00991	SPAC22F3.13
SJAG_00985	SPAC22F3.07c
SJAG_00983	SPAC22F3.05c
SJAG_01722	SPBC2F12.05c
SJAG_01719	SPBC2F12.02c
SJAG_00980	SPAC22F3.03c
SJAG_00978	SPAC1296.01c
SJAG_01718	SPBC1D7.05
SJAG_00974	SPAC1296.04
SJAG_00970	SPAPJ696.02
SJAG_00967	SPAC22G7.03
SJAG_00965	SPAC22G7.05
SJAG_03463	SPBC1D7.01
SJAG_03465	SPBC11G11.02c
SJAG_03469	SPBC11G11.06c
SJAG_03468	SPBC11G11.05
SJAG_04739	SPAC4G8.10
SJAG_03471	SPBC18H10.02
SJAG_03881	SPAC16C9.02c
SJAG_03886	SPAC16C9.06c
SJAG_03433	SPBC18H10.04c
SJAG_03892	SPAC2G11.06
SJAG_04032	SPAC23G3.03
SJAG_00745	SPAC23G3.05c
SJAG_00744	SPAC23G3.06
SJAG_00741	SPAC23G3.09
SJAG_00735	SPAC22H12.02
SJAG_00729	SPAC1687.03c
SJAG_03431	SPBC18H10.06c
SJAG_00728	SPAC1687.04
SJAG_03430	SPBC18H10.07
SJAG_03427	SPBC18H10.10c
SJAG_00727	SPAC1687.05
SJAG_00722	SPAC1687.11
SJAG_03421	SPBC18H10.15
SJAG_00721	SPAC1687.12c
SJAG_03405	SPBC9B6.03
SJAG_00720	SPAC1687.13c
SJAG_03458	SPBC9B6.07
SJAG_00717	SPAC1687.16c
SJAG_04457	SPBC3H7.15
SJAG_02303	SPAC222.04c
SJAG_06534	SPAC222.17
SJAG_02596	SPAC222.13c
SJAG_04449	SPBC3H7.07c
SJAG_04615	SPBC3H7.01
SJAG_04948	SPAC222.16c
SJAG_04613	SPBP16F5.03c
SJAG_04612	SPBP16F5.04
SJAG_04600	SPBC16E9.11c
SJAG_00662	SPAC821.05
SJAG_03521	SPBC1E8.05
SJAG_00663	SPAC821.06
SJAG_00661	SPAC821.12
SJAG_00671	SPAC139.02c
SJAG_03561	SPBC1A4.01
SJAG_03578	SPBP23A10.07
SJAG_02102	SPAC23C4.14
SJAG_02100	SPAC23C4.16c
SJAG_00875	SPBP23A10.10
SJAG_02089	SPAC1A6.05c
SJAG_00876	SPBP23A10.11c
